-29.855967,31.015526,"Bertha Mkhize Street, eThekwini Ward 28, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa",1,1,0,1,1,"{u'display_name': u'Bertha Mkhize Street, eThekwini Ward 28, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'place_id': u'69370114', u'lon': u'31.0191908', 'full_address': u'Bertha Mkhize Street, eThekwini Ward 28, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'osm_type': u'way', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'48572992', u'lat': u'-29.8553721', u'address': {u'city': u'Durban', u'country': u'South Africa', u'county': u'eThekwini Metropolitan Municipality', u'suburb': u'eThekwini Ward 28', u'state': u'KwaZulu-Natal', u'postcode': u'4001', u'country_code': u'za', u'road': u'Bertha Mkhize Street'}}"
-29.821599,30.999536,"Cope Road, eThekwini Ward 25, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa",1,1,0,1,1,"{u'display_name': u'Cope Road, eThekwini Ward 25, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'place_id': u'64150569', u'lon': u'31.0021514', 'full_address': u'Cope Road, eThekwini Ward 25, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'osm_type': u'way', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'38110001', u'lat': u'-29.8221705', u'address': {u'city': u'Durban', u'country': u'South Africa', u'county': u'eThekwini Metropolitan Municipality', u'suburb': u'eThekwini Ward 25', u'state': u'KwaZulu-Natal', u'postcode': u'4001', u'country_code': u'za', u'road': u'Cope Road'}}"
-29.800792,31.028266,"Underwood Road, eThekwini Ward 36, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, South Africa",1,1,0,1,1,"{u'display_name': u'Underwood Road, eThekwini Ward 36, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, South Africa', u'place_id': u'69386596', u'lon': u'31.0269492', 'full_address': u'Underwood Road, eThekwini Ward 36, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, South Africa', u'osm_type': u'way', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'48610635', u'lat': u'-29.8005883', u'address': {u'city': u'Durban', u'country': u'South Africa', u'county': u'eThekwini Metropolitan Municipality', u'suburb': u'eThekwini Ward 36', u'state': u'KwaZulu-Natal', u'country_code': u'za', u'road': u'Underwood Road'}}"
-29.3363,31.2967,"Jacaranda Street, KwaDukuza Ward 16, KwaDukuza Local Municipality, iLembe District Municipality, KwaZulu-Natal, South Africa",1,1,0,1,1,"{u'display_name': u'Jacaranda Street, KwaDukuza Ward 16, KwaDukuza Local Municipality, iLembe District Municipality, KwaZulu-Natal, South Africa', u'place_id': u'120326299', u'lon': u'31.2975412', 'full_address': u'Jacaranda Street, KwaDukuza Ward 16, KwaDukuza Local Municipality, iLembe District Municipality, KwaZulu-Natal, South Africa', u'osm_type': u'way', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'193973887', u'lat': u'-29.3372335', u'address': {u'city': u'KwaDukuza Local Municipality', u'country': u'South Africa', u'county': u'iLembe District Municipality', u'suburb': u'KwaDukuza Ward 16', u'state': u'KwaZulu-Natal', u'country_code': u'za', u'road': u'Jacaranda Street'}}"
-29.858226,31.008213,"Neville Lane, eThekwini Ward 28, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa",1,1,0,1,1,"{u'display_name': u'Neville Lane, eThekwini Ward 28, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'place_id': u'69412417', u'lon': u'31.0081467', 'full_address': u'Neville Lane, eThekwini Ward 28, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'osm_type': u'way', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'48667101', u'lat': u'-29.8576606', u'address': {u'city': u'Durban', u'country': u'South Africa', u'county': u'eThekwini Metropolitan Municipality', u'suburb': u'eThekwini Ward 28', u'state': u'KwaZulu-Natal', u'postcode': u'4001', u'country_code': u'za', u'road': u'Neville Lane'}}"
-29.8342,30.9865,"Moses Kotane Road, eThekwini Ward 31, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa",1,1,0,1,1,"{u'display_name': u'Moses Kotane Road, eThekwini Ward 31, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'place_id': u'64142540', u'lon': u'30.9897152', 'full_address': u'Moses Kotane Road, eThekwini Ward 31, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'osm_type': u'way', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'38099625', u'lat': u'-29.8355169', u'address': {u'city': u'Durban', u'country': u'South Africa', u'county': u'eThekwini Metropolitan Municipality', u'suburb': u'eThekwini Ward 31', u'state': u'KwaZulu-Natal', u'postcode': u'4001', u'country_code': u'za', u'road': u'Moses Kotane Road'}}"
-29.811454,30.855699,"Anderson Road, eThekwini Ward 18, Pinetown, eThekwini Metropolitan Municipality, KwaZulu-Natal, 3610, South Africa",1,1,1,0,1,"{u'display_name': u'Anderson Road, eThekwini Ward 18, Pinetown, eThekwini Metropolitan Municipality, KwaZulu-Natal, 3610, South Africa', u'place_id': u'66906206', u'lon': u'30.8552886', 'full_address': u'Anderson Road, eThekwini Ward 18, Pinetown, eThekwini Metropolitan Municipality, KwaZulu-Natal, 3610, South Africa', u'osm_type': u'way', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'42897571', u'lat': u'-29.8122789', u'address': {u'town': u'Pinetown', u'country': u'South Africa', u'county': u'eThekwini Metropolitan Municipality', u'suburb': u'eThekwini Ward 18', u'state': u'KwaZulu-Natal', u'postcode': u'3610', u'country_code': u'za', u'road': u'Anderson Road'}}"
-29.780035,30.763478,"First National Bank, Hospital Road, eThekwini Ward 10, Hillcrest, eThekwini Metropolitan Municipality, KwaZulu-Natal, South Africa",1,1,1,0,1,"{u'display_name': u'First National Bank, Hospital Road, eThekwini Ward 10, Hillcrest, eThekwini Metropolitan Municipality, KwaZulu-Natal, South Africa', u'place_id': u'22017214', u'lon': u'30.763165', 'full_address': u'First National Bank, Hospital Road, eThekwini Ward 10, Hillcrest, eThekwini Metropolitan Municipality, KwaZulu-Natal, South Africa', u'osm_type': u'node', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'2176216893', u'lat': u'-29.7800676', u'address': {u'town': u'Hillcrest', u'country': u'South Africa', u'county': u'eThekwini Metropolitan Municipality', u'suburb': u'eThekwini Ward 10', u'state': u'KwaZulu-Natal', u'bank': u'First National Bank', u'country_code': u'za', u'road': u'Hospital Road'}}"
-29.851864,31.016514,"Charlotte Maxeke Street, eThekwini Ward 28, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa",1,1,0,1,1,"{u'display_name': u'Charlotte Maxeke Street, eThekwini Ward 28, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'place_id': u'69370902', u'lon': u'31.0164543', 'full_address': u'Charlotte Maxeke Street, eThekwini Ward 28, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4001, South Africa', u'osm_type': u'way', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'48573046', u'lat': u'-29.8518599', u'address': {u'city': u'Durban', u'country': u'South Africa', u'county': u'eThekwini Metropolitan Municipality', u'suburb': u'eThekwini Ward 28', u'state': u'KwaZulu-Natal', u'postcode': u'4001', u'country_code': u'za', u'road': u'Charlotte Maxeke Street'}}"
-29.870714,30.806265,"Chestnut Cresent, eThekwini Ward 13, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, South Africa",1,1,0,1,1,"{u'display_name': u'Chestnut Cresent, eThekwini Ward 13, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, South Africa', u'place_id': u'67515499', u'lon': u'30.80601', 'full_address': u'Chestnut Cresent, eThekwini Ward 13, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, South Africa', u'osm_type': u'way', u'licence': u'Data \xa9 OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright', u'osm_id': u'44102110', u'lat': u'-29.8707198', u'address': {u'city': u'Durban', u'country': u'South Africa', u'county': u'eThekwini Metropolitan Municipality', u'suburb': u'eThekwini Ward 13', u'state': u'KwaZulu-Natal', u'country_code': u'za', u'road': u'Chestnut Cresent'}}"
